,Date Submitted,Country,Source URL,Device,Browser,Are you a student or a professional?,Medium,OSGroup
67,2018-03-09 18:03:12,India,https://algorit.ma/data-science-academy/,desktop,Firefox 60.0,Student                                        ,Search Engine,Windows
68,,,,,,Professional                                        ,,
69,2018-03-12 13:24:05,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Social Media / Online Ads,Windows
70,2018-03-12 20:13:14,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,,Search Engine,Windows
71,2018-03-12 20:13:14,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Student                                        ,Media Publishing,Windows
72,2018-03-13 08:42:52,Indonesia,https://algorit.ma/data-science-academy/,phone,UC Browser 12.0.0,Professional                                        ,Social Media / Online Ads,Android
73,2018-03-13 18:26:09,Indonesia,https://algorit.ma/data-science-academy/,tablet,Chrome 38.0.2125,Professional                                        ,Others ,Android
74,2018-03-13 18:26:09,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Professional                                        ,Search Engine,Windows
75,2018-03-15 02:29:57,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Professional                                        ,Search Engine,Windows
76,2018-03-15 07:36:16,Indonesia,https://algorit.ma/data-science-academy/,desktop,Firefox 58.0,Professional                                        ,Media Publishing,Windows
77,2018-03-16 05:50:47,Indonesia,https://algorit.ma/data-science-academy/,desktop,Safari 11.0.3,Professional                                        ,Social Media / Online Ads,Mac
78,2018-03-16 08:12:10,Indonesia,https://algorit.ma/data-science-academy/,desktop,Firefox 59.0,Student                                        ,Search Engine,Windows
79,,,,,,Professional                                        ,,
80,2018-03-19 03:17:10,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Professional                                        ,Social Media / Online Ads,Windows
81,2018-03-19 15:10:50,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Professional                                        ,Others ,Mac
82,2018-03-21 08:10:08,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,,Search Engine,Windows
83,2018-03-21 08:10:30,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Student                                        ,Search Engine,Windows
84,2018-03-22 03:30:24,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Email,Windows
85,2018-03-22 03:38:15,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,,Search Engine,Windows
86,2018-03-22 09:22:34,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Search Engine,Windows
87,2018-03-22 09:37:48,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Student                                        ,Social Media / Online Ads,Windows
88,2018-03-22 15:41:45,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 64.0.3282,Professional                                        ,Search Engine,Mac
89,2018-03-23 00:20:07,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Email,Windows
90,2018-03-23 10:51:28,Indonesia,https://algorit.ma/data-science-academy/,desktop,Firefox 59.0,Student                                        ,Social Media / Online Ads,Windows
91,2018-03-24 14:41:03,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Social Media / Online Ads,Mac
92,2018-03-25 08:06:35,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Media Publishing,Mac
93,2018-03-25 14:04:05,Indonesia,https://algorit.ma/data-science-academy/,desktop,Firefox 58.0,Student                                        ,Media Publishing,Linux
94,2018-03-25 14:12:38,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Media Publishing,Windows
95,2018-03-25 22:27:45,Indonesia,https://algorit.ma/data-science-academy/,desktop,Safari 11.0.3,Professional                                        ,Search Engine,Mac
96,2018-03-26 03:02:19,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,,Friends / Family ,Windows
97,2018-03-26 03:14:27,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Search Engine,Mac
98,2018-03-26 04:40:09,Indonesia,https://algorit.ma/data-science-academy/,desktop,Firefox 59.0,Professional                                        ,Social Media / Online Ads,Windows
99,2018-03-26 14:35:43,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Social Media / Online Ads,Windows
100,2018-03-27 01:35:19,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Media Publishing,Mac
101,2018-03-27 02:25:22,Indonesia,https://algorit.ma/data-science-academy/,phone,Chrome Mobile 65.0.3325,Professional                                        ,Friends / Family ,Android
102,2018-03-27 02:50:21,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,,Friends / Family ,Windows
103,2018-03-27 02:50:21,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Friends / Family ,Windows
104,2018-03-27 06:57:22,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,,Search Engine,Windows
105,2018-03-27 06:57:22,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Search Engine,Windows
106,2018-03-27 06:57:23,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Search Engine,Windows
107,2018-03-27 15:44:40,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,,Search Engine,Windows
108,2018-03-28 04:21:14,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Media Publishing,Windows
109,2018-03-28 07:54:48,Indonesia,https://algorit.ma/data-science-academy/,desktop,Firefox 59.0,Professional                                        ,Friends / Family ,Windows
110,2018-03-28 08:25:36,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Social Media / Online Ads,Windows
111,2018-03-28 15:40:23,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Others ,Windows
112,2018-03-28 16:28:46,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,,Search Engine,Windows
113,2018-04-01 17:27:12,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 63.0.3239,Student                                        ,Media Publishing,Windows
114,2018-04-03 09:07:51,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Search Engine,Windows
115,2018-04-05 06:06:35,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Email,Windows
116,2018-04-05 06:34:29,Indonesia,https://algorit.ma/data-science-academy/,desktop,Safari 11.0.3,Professional                                        ,Others ,Mac
117,2018-04-05 10:57:30,Indonesia,https://algorit.ma/data-science-academy/,desktop,Edge 15.15063,Professional                                        ,Email,Windows
118,2018-04-06 02:21:14,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Email,Windows
119,2018-04-06 08:47:05,Vietnam,https://algorit.ma/data-science-academy/,desktop,Firefox 59.0,Professional                                        ,Media Publishing,Windows
120,2018-04-08 07:17:08,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Professional                                        ,Media Publishing,Windows
121,2018-04-09 02:27:06,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 58.0.3029,Professional                                        ,Media Publishing,Windows
122,2018-04-09 04:48:07,Indonesia,https://algorit.ma/data-science-academy/,desktop,Chrome 65.0.3325,Student                                        ,Social Media / Online Ads,Windows
